3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,1,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,3,1,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,2,2,2,2,2,2,2,1,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3

[event]
# to deep hollows
type=event
activate=on_trigger
location=3,29,1,2
intermap=maps/deep_hollows.txt,36,73

[event]
# secret box
type=event
activate=on_trigger
location=54,6,1,1
hotspot=location
loot=currency,114,55,fixed,15,30
mapmod=object,114,54,6
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Supplies

[event]
# camp supply
type=event
activate=on_trigger
location=4,28,1,1
hotspot=location
loot=currency,5,28,fixed,10,25
mapmod=object,4,28,99
repeat=false
soundfx=soundfx/wood_open.ogg
tooltip=Supplies


[event]
# River sound
type=event
activate=on_load
location=63,6,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=63,35,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=70,55,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=79,87,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=84,102,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=79,113,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=72,124,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=43,38,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=36,41,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=48,46,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=38.375,46.3125,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=30,49,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=27,41,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=9,34,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# River sound
type=event
activate=on_load
location=9,40,1,1
soundfx=soundfx/environment/river_loop.ogg

[event]
# Forrest owl sound effect
type=event
activate=on_load
location=88,86,1,1
soundfx=soundfx/environment/forest_owl_loop.ogg

[event]
# Forrest owl sound effect
type=event
activate=on_load
location=92.9375,105.062,1,1
soundfx=soundfx/environment/forest_owl_loop.ogg

[event]
# Forrest owl sound effect
type=event
activate=on_load
location=25.4062,41.7188,1,1
soundfx=soundfx/environment/forest_owl_loop.ogg

[event]
# Forrest owl sound effect
type=event
activate=on_load
location=23,21,1,1
soundfx=soundfx/environment/forest_owl_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=32,42,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=46,28,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=59,63,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=69,49,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=66,16,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Raven sound effect
type=event
activate=on_load
location=69,9,1,1
soundfx=soundfx/environment/raven_loop.ogg

[event]
# Raven sound effect
type=event
activate=on_load
location=65,40,1,1
soundfx=soundfx/environment/raven_loop.ogg

[event]
# Raven sound effect
type=event
activate=on_load
location=46,56,1,1
soundfx=soundfx/environment/raven_loop.ogg

[event]
# Raven sound effect
type=event
activate=on_load
location=74,69,1,1
soundfx=soundfx/environment/raven_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=16,48,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=23,32,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=85,88,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=58,103,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=77,118,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=37,59,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Bird twitter
type=event
activate=on_load
location=7,34,1,1
soundfx=soundfx/environment/bird_twitter_loop.ogg

[event]
# Wind and crickets sound effect
type=event
activate=on_load
location=0,0,1,1
soundfx=soundfx/environment/wind_loop.ogg

[enemy]
# goblin camp
type=enemy
category=antlion_burster
location=62,43,1,2
generation=8,9
number=1,2

[enemy]
# goblin camp
type=enemy
category=hobgoblin_mage
location=83,50,3,3
generation=8,10
number=3,5

[enemy]
# goblin camp
type=enemy
category=antlion_freezer
location=66,50,2,1
generation=8,10
number=1,2

[enemy]
# goblin elite camp
type=enemy
category=plaguezombie
location=5,24,5,7
generation=8,10
number=2,4

[enemy]
# goblin elite camp chargers
type=enemy
category=plaguezombie
location=5,22,4,7
generation=8,10
number=2,4

[enemy]
# random goblins
type=enemy
category=skeleton_ravenous
location=21,23,18,17
generation=8,10
number=2,3

[enemy]
# random goblins
type=enemy
category=skeletal_prophet
location=7,43,10,8
generation=8,10
number=3,5

[enemy]
# random charger goblins
type=enemy
category=cursed_grave
location=7,41,7,7
generation=8,10
number=3,4

[enemy]
# random goblins
type=enemy
category=rabid_hobgoblin
location=42,50,18,17
generation=8,10
number=2,3

[enemy]
# goblin_shaman
type=enemy
category=plaguezombie
location=65,51,1,1

[enemy]
# goblin_shaman
type=enemy
category=plaguezombie
location=66,107,1,1

[enemy]
# guarding wyvern
type=enemy
category=spider_giant
location=39,64,1,1
direction=4
generation=9,10
number=2,3

[enemy]
# guarding wyvern
type=enemy
category=minotaur
location=66,15,1,1
direction=4
generation=8,9
number=2,3

[enemy]
# guarding wyvern
type=enemy
category=shelob
location=68,23,1,1
direction=4
generation=10,11
number=2,3
